Offense Validation CD,Offense Code,Offense Txn Type CD,Offense Statute,Offense Type of Statute CD,Statute Literal 25,Offense Default Type of Charge,Offense Type of Charge,Offense Literal Identifier CD,Offense Degree,BCS Hierarchy CD,Offense Enacted,Offense Repealed,ALPS Cognizant CD,Add_Date Time
1,29113,1,587.1(B),PC,ILL MV LOCMTV:POS INJ/DTH,0,F,0,0,71000,1989-01-01,,*,2018-01-01
1,29114,1,593A(A),PC,PUT NAIL/ETC:WOOD:MFG/ETC,0,F,0,0,35390,1987-09-30,,*,2018-01-01
1,29115,1,623(A)(1),PC,HARM/DEFACE/ETC CAVE,0,M,0,0,95800,1977-01-01,,*,2018-01-01
1,29116,1,301,HN,INJURE/ETC 10 TON+ VESSEL,0,M,0,0,168400,1937-08-27,,*,2018-01-01
1,29117,1,304,HN,COMD/ETC SINK/ETC VES/ETC,0,F,0,0,18600,1937-08-27,,*,2018-01-01
1,29118,1,305,HN,SINK/ETC VESSEL/ETC,0,F,0,0,26100,1937-08-27,,*,2018-01-01
1,29119,1,308,HN,MOOR/DMAGE FEDRL BUOY/ETC,0,M,0,0,168400,1937-08-27,,*,2018-01-01
1,29122,1,384.5(A)(1),PC,REM FOREST PROD W/O PERMT,0,M,0,0,152500,1989-01-01,,*,2018-01-01
1,29123,1,422.7(B),PC,VIOL CIV RGTS:PROP DAMAGE,0,F,0,0,77650,1988-01-01,,*,2018-01-01
1,29124,1,593F,PC,MFG/ETC UNATH AIR DEV/ETC,0,M,0,0,169611,1994-08-31,,*,2018-01-01
1,29125,1,594.4(A),PC,DFACE/ETC STRTUR:CHEM/ETC,0,F,0,0,77700,1994-01-01,,*,2018-01-01
1,29129,1,594.7,PC,VANDAL DEFACE PROP:PRIORS,0,F,0,0,77700,1994-01-01,,*,2018-01-01
1,29131,1,4600(A),PC,DAMAGE JAIL/PRISON/ETC,*,M,0,0,146500,1997-01-01,,*,2018-01-01
1,29132,1,4600(A),PC,DAMAGE JAIL/PRISON/ETC,0,F,0,0,68110,1997-01-01,,*,2018-01-01
1,29133,1,593D(B),PC,MFG/ETC DECDR CBL TV/ETC,0,F,0,0,52420,1997-01-01,,*,2018-01-01
1,29134,1,593D(C),PC,ALT/ETC TRANS/ETC CBL/ETC,0,M,CBL,0,108000,1997-01-01,,*,2018-01-01
1,29135,1,591,PC,DAMAGE/USE/ETC POWER LINE,*,M,0,0,97700,1905-01-01,,*,2018-01-01
1,29136,1,38318(A),VC,THROW SUBSTANCE AT OHV,0,M,0,0,132100,1985-01-01,,*,2018-01-01
1,29137,1,38319,VC,OPR OHV:DAMAGE LAND/ETC,0,M,0,0,132110,1977-01-01,,*,2018-01-01
4,29138,1,594(A),PC,VANDALISM,0,M,VAN,0,95600,1979-12-31,,*,2018-01-01
1,29139,1,27491.3,GC,TAMP/ETC LOK/ETC:PROP:DED,0,M,0,0,133600,1978-01-01,,*,2018-01-01
1,29140,1,623(A),PC,HARM/DEFACE/ETC CAVES,0,M,0,0,95800,1977-01-01,,*,2018-01-01
1,29141,1,640.8,PC,GRAFFITI/ETC:FREEWAY/ETC,0,M,0,0,97700,1997-01-01,,*,2018-01-01
1,29142,1,594(B)(1),PC,VANDALISM $400 OR MORE,0,M,VDL,0,95600,2000-03-07,,*,2018-01-01
1,29143,1,594(B)(1),PC,VANDALISM $400 OR MORE,0,F,VSM,0,77800,2000-03-07,,*,2018-01-01
1,29144,1,594(B)(2)(A),PC,VANDALISM -$400,0,M,0,0,95600,2000-03-07,,*,2018-01-01
1,29145,1,594.3(A),PC,VANDALIZE PLAC OF WORSHIP,*,M,0,0,95600,1984-01-01,,*,2018-01-01
1,29146,1,594.4(A),PC,DFACE/ETC STRTUR:CHEM/ETC,*,M,0,0,131800,1994-01-01,,*,2018-01-01
1,29147,1,593D(A)(1),PC,KNOWN UNAUTH CBL/ETC CONN,0,M,0,0,169610,1983-01-01,,*,2018-01-01
1,29148,1,593D(A)(3),PC,KNOWN MOD/ETC AUTH DEVICE,0,M,0,0,169610,1983-01-01,,*,2018-01-01
2,29149,1,594(B)(1),PC,VANDALISM $10000 OR MORE,0,M,VND,0,95600,1986-01-01,,*,2018-01-01
1,29150,1,591.5,PC,DAMAGE WIRELES COM DEVICE,0,M,0,0,132700,1905-01-01,,*,2018-01-01
1,29151,1,594.35(A),PC,DESTROY CEMETERY PROPERTY,0,F,0,0,77700,2001-01-01,,*,2018-01-01
1,29152,1,594.35(A),PC,DESTROY CEMETERY PROPERTY,*,M,0,0,95600,2001-01-01,,*,2018-01-01
2,29153,1,525(A),HN,ABANDONMENT OF VESSEL,N,I,0,0,175880,1981-01-01,,*,2018-01-01
2,29154,1,525(B),HN,ABANDON VESSEL:LIABILITY,N,I,0,0,175880,1981-01-01,,*,2018-01-01
2,29155,1,655.7(A),HN,NO PWC CUT OFF LANYARD,N,I,0,0,175880,1998-01-01,,*,2018-01-01
1,29156,1,594(B)(2)(B),PC,VANDALISM -$400/PREV CONV,0,M,0,0,95600,2011-10-01,,*,2018-01-01
1,29157,1,640(D)(5),PC,DSTRY FCLITY/VEH:PUB TRAN,0,M,0,0,170400,2011-01-01,,*,2018-01-01
1,29158,1,621,PC,DESTROY LE/FIRE MEMORIALS,*,M,0,0,95600,2011-10-01,,*,2018-01-01
1,29159,1,621,PC,DESTROY LE/FIRE MEMORIALS,0,F,0,0,77800,2011-10-01,,*,2018-01-01
1,30043,1,484G,PC,THFT:USE ACCESS CRD DATA,0,F,0,0,50000,1987-01-01,,*,2018-01-01
1,30044,1,484G,PC,THFT:USE ACCESS CARD DATA,*,M,0,0,115800,1987-01-01,,*,2018-01-01
1,30045,1,484G(A),PC,THEFT:FORGED ACCESS CARD,0,F,0,0,50000,1987-01-01,,*,2018-01-01
1,30046,1,484G(A),PC,THEFT:FORGED ACCESS CARD,*,M,0,0,115800,1987-01-01,,*,2018-01-01
1,30047,1,484G(B),PC,THEFT:CRDT CRD HLDR $400+,0,F,0,0,50000,1987-01-01,,*,2018-01-01
1,30048,1,484G(B),PC,THEFT:MISREP AS CARD HLDR,*,M,0,0,115800,1987-01-01,,*,2018-01-01
1,30051,1,484H(A),PC,MRCH ACPT BAD A/CRD $400+,0,F,0,0,50100,1987-01-01,,*,2018-01-01
1,30052,1,484H(A),PC,MRCH ACPT BAD A/CRD -$400,*,M,0,0,115600,1987-01-01,,*,2018-01-01
1,30055,1,484I(A),PC,UNLAWFUL ACCESS CARD POSS,0,M,0,0,115900,1987-01-01,,*,2018-01-01
1,30058,1,484E(A),PC,ACQ ACC CARD:INT:SELL/ETC,*,M,0,0,116100,1995-01-01,,*,2018-01-01
1,30062,1,484F(A),PC,FORGE ACCESS CARD:DEFRAUD,0,F,0,0,43600,1995-01-01,,*,2018-01-01
1,30063,1,484F(B),PC,FORGE NAME:ACC CARD/ETC,0,F,0,0,43600,1995-01-01,,*,2018-01-01
1,30066,1,484E(C),PC,SEL/ETC ACCESS CARD:FRAUD,*,M,0,0,116100,1995-01-01,,*,2018-01-01
1,30067,1,484E(A),PC,SELL/ETC LOST/ETC ACC CRD,0,F,0,0,49800,1999-01-01,,*,2018-01-01
1,30068,1,484E(B),PC,GRAND THEFT ACC CARDS 4+,0,F,0,0,43600,1999-01-01,,*,2018-01-01
1,30069,1,484E(D),PC,USE ACC ACOUNT INFO NO OK,0,F,WOC,0,46200,1999-01-01,,*,2018-01-01
1,30070,1,484E(D),PC,USE ACC ACOUNT DATA:NO OK,*,M,0,0,91850,1999-01-01,,*,2018-01-01
1,30071,1,484I(B),PC,ALT/ETC ACC ACCOUNT DATA,0,F,AAI,0,46200,1999-01-01,,*,2018-01-01
1,30072,1,484I(C),PC,MAKE/ETC EQUIP:FAKE CARDS,0,F,0,0,46200,1999-01-01,,*,2018-01-01
1,30073,1,484I(C),PC,MAKE/ETC EQUIP:FAKE CARD,*,M,0,0,91850,1999-01-01,,*,2018-01-01
1,30074,1,484F(B),PC,FORGE NAME:ACC CARD/ETC,*,M,0,0,91850,1995-01-01,,*,2018-01-01
1,31004,1,343,PC,FAIL SHOW GLD BULLION REC,0,M,0,0,151300,1872-01-01,,*,2018-01-01
1,31005,1,436,PC,UNLAWFUL AUCTIONEER,0,M,0,0,154400,1872-01-01,,*,2018-01-01
1,31007,1,496B,PC,BUSINESS PRACTICE VIOL,0,M,BUY,0,172200,1923-01-01,,*,2018-01-01
1,31009,1,532C,PC,LOTTERY OF REAL PROPERTY,0,M,0,0,113400,1935-09-15,,*,2018-01-01
1,31010,1,535,PC,MOCK AUCTION,0,F,0,0,55000,1872-01-01,,*,2018-01-01
1,31011,1,536,PC,FALSE STATEMENT BY BROKER,0,M,0,0,89130,1909-01-01,,*,2018-01-01
1,31012,1,536A,PC,PROPERTY BRKR SALE STATMT,0,M,0,0,113700,1909-01-01,,*,2018-01-01
1,31014,1,537F,PC,SELL REBLT BATT W/O LABEL,0,M,0,0,113800,1933-08-21,,*,2018-01-01
1,31016,1,577,PC,FALSE BILL OF LADING,0,F,0,0,54200,1872-01-01,,*,2018-01-01
1,31017,1,578,PC,FALSE WAREHOUSE RECEIPTS,0,F,0,0,54300,1872-01-01,,*,2018-01-01
1,31018,1,580,PC,ISS UNMARKED DUP RECEIPTS,0,F,0,0,54800,1872-01-01,,*,2018-01-01
1,31019,1,581,PC,WAREHSMN SELL W/O CONSENT,0,F,0,0,54500,1872-01-01,,*,2018-01-01
1,31020,1,646,PC,SOLICIT CLAIMS,0,M,0,0,84500,1953-09-09,,*,2018-01-01
1,31021,1,649,PC,CAB DRVR TK GUEST WRG HTL,0,M,0,0,159700,1953-09-09,,*,2018-01-01
1,31022,1,649A,PC,INDUCE MISDIRECT HTL GST,0,M,0,0,113600,1953-09-09,,*,2018-01-01
1,31023,1,651,PC,MISUSE FED ORDER STAMPS,0,M,0,0,111800,1941-09-13,,*,2018-01-01
1,31024,1,653,PC,TATTOO PERSON UNDER 18,0,M,0,0,159900,1955-09-07,,*,2018-01-01
1,31025,1,653D,PC,SELL MNG MACH W/O BILL/SA,0,M,0,0,112000,1959-09-18,,*,2018-01-01
1,31026,1,654.1,PC,SELL PUBLIC TRANS W/O LIC,0,M,0,0,170100,1947-09-19,,*,2018-01-01
1,31030,1,11500,VC,DISMANTLE VEH W/O PERMIT,0,M,0,0,176700,1962-01-01,,*,2018-01-01
1,31032,1,11700,VC,UNAUTH DEALER/ETC:W/O LIC,0,M,0,0,176700,1967-11-08,,*,2018-01-01
1,31033,1,11800,VC,ACT:VEH SALEPERSON NO LIC,0,M,0,0,163000,1991-02-13,,*,2018-01-01
1,31035,1,10238.6(C),BP,VIOL/ETC REAL ESTATE REGS,0,F,0,0,53600,1961-06-28,,*,2018-01-01
1,31036,1,11018.2,BP,SELL W/O PUBLIC REPORT,0,F,0,0,76800,1963-09-20,,*,2018-01-01
1,31037,1,17044,BP,UNFAIR TRADE PRACTICE,0,M,0,0,111100,1941-09-13,,*,2018-01-01
1,31038,1,9884.8,BP,INVOICE FRAUD,0,M,0,0,111300,1972-03-04,,*,2018-01-01
1,31039,1,17500,BP,FALSE/ETC ADVERTISING,0,M,0,0,111400,1941-09-13,,*,2018-01-01
1,31051,1,7520,BP,ENGAGE BUSINESS:W/O LIC,0,M,0,0,99700,1947-09-19,,*,2018-01-01
1,31053,1,12024,BP,PACKAGING AND SALE FRAUD,0,M,0,0,110600,1939-09-19,,*,2018-01-01
1,31054,1,496A(A),PC,BUSINESS PRACTICE VIOL,0,F,0,0,51900,1967-11-08,,*,2018-01-01
1,31056,1,7159,BP,CONTRCTR VIO HM IMPR CONT,0,M,0,0,99500,1969-11-10,,*,2018-01-01
1,31059,1,3700.5,LC,FAIL SECURE COMP PAYMENT,0,M,0,0,168200,1982-01-01,,*,2018-01-01
1,31061,1,3710.2,LC,FAIL OBSERVE STOP ORDER,0,M,0,0,171500,1976-09-20,,*,2018-01-01
1,31064,1,1175(D),LC,EMPLOYER NOT KEEP EMP REC,0,M,0,0,83600,1937-08-27,,*,2018-01-01
1,31066,1,1199(B),LC,PAY LESS THAN MINMUM WAGE,0,M,0,0,83700,1937-08-27,,*,2018-01-01
1,31067,1,384C,PC,FALSE TRANSPORT STATEMENT,0,M,FLS,0,152300,1963-09-20,,*,2018-01-01
1,31068,1,384D,PC,MOVE SHRUB W/O PERMIT,0,M,0,0,152600,1963-09-20,,*,2018-01-01
1,31069,1,12101,FA,ACT/ETC PEST DLR W/O LIC,0,M,0,0,168300,1970-01-01,,*,2018-01-01
1,31070,1,14010,FA,BUS PRAC VIOL:RESTRC MAT,0,M,0,0,168300,1972-01-01,,*,2018-01-01
1,31075,1,21640,BP,UNAUTH SECONDHAND DEALER,0,M,0,0,171200,1981-01-01,,*,2018-01-01
1,31076,1,6071,RT,BUSINESS W/O SALES PERMIT,0,M,0,0,93300,1943-07-01,,*,2018-01-01
1,31078,1,56181,FA,BUY/ETC FARM GOOD W/O LIC,0,M,0,0,99800,1972-03-04,,*,2018-01-01
1,31081,1,12107,BP,COMERCIAL WEIGHT/ETC VIOL,0,M,0,0,163400,1939-09-19,,*,2018-01-01
1,31083,1,1508,HS,UNAUTH COMMUNITY CARE FAC,0,M,0,0,147200,1974-01-01,,*,2018-01-01
1,31089,1,1569.1,HS,UNAUTH ELDERLY FACILITY,0,M,0,0,147400,1985-09-18,,*,2018-01-01
1,31092,1,1596.8,HS,UNAUTH CHILD CARE FAC,0,M,0,0,147500,1985-01-01,,*,2018-01-01
1,31094,1,14166(C),PC,MONETARY TRANSACTION VIOL,0,F,0,0,72800,1987-01-01,,*,2018-01-01
1,31095,1,17500.3(B),BP,FALSE PRETENSES:SALE/ETC,0,M,0,0,111400,1973-03-07,,*,2018-01-01
1,31096,1,646.6,PC,SOLICIT INJURED PERSON,0,M,0,0,144400,1972-03-04,,*,2018-01-01
1,31097,1,21652,BP,JUNK DEALER/ETC BUY VIOL,0,M,0,0,108400,1967-11-08,,*,2018-01-01
1,31099,1,1823,FC,TRANSMISS MONEY ABRD VIOL,0,F,0,0,46130,1990-01-01,,*,2018-01-01
1,31100,1,7317,BP,COSMETOLOGY/ETC W/O LIC,0,M,0,0,148290,1992-07-01,,*,2018-01-01
1,31101,1,2106,UI,FAIL TO FURNISH REPORT,0,F,0,0,73410,1987-01-01,,*,2018-01-01
1,31102,1,2108,UI,FAIL TO PAY CONTRIBUTIONS,0,F,0,0,56315,1987-01-01,,*,2018-01-01
1,31103,1,384E,PC,FAIL TO SHOW SHRUB TAG,0,M,0,0,152600,1963-09-20,,*,2018-01-01
1,31104,1,16240,BP,DO BUSNES/ETC W/O LIC/ETC,0,M,0,0,146800,1941-09-13,,*,2018-01-01
1,31106,1,6126(B),BP,AD/PRACTCE LAW:SUSPENSION,0,F,0,0,67615,1989-01-01,,*,2018-01-01
1,31107,1,2109,UI,EXEC OFF/ETC FAIL RPT/ETC,0,F,0,0,56316,1987-01-01,,*,2018-01-01
1,31108,1,17414(A)(2),FC,AGENT/ETC HOLD ESCRO INFO,0,M,0,0,92800,1992-01-01,,*,2018-01-01
1,31109,1,17414(B),FC,MISAPPROPRIATE ESCROW/ETC,0,F,0,0,25918,1992-01-01,,*,2018-01-01
1,31110,1,17414(C),FC,FAIL RPT ESCROW THEFT/ETC,0,M,0,0,92800,1992-01-01,,*,2018-01-01
1,31113,1,7159(D),BP,CONTRCTR REQ EXCESS $DOWN,0,M,0,0,99500,1992-01-01,,*,2018-01-01
1,31115,1,5050,BP,PRACT PUB ACCT W/O PERMIT,0,M,0,0,146600,1959-09-17,,*,2018-01-01
1,31116,1,10139,BP,ACT/ETC RELATR/ETC:NO LIC,0,M,0,0,148810,1943-08-04,,*,2018-01-01
1,31118,1,49602,PR,CREMATE/ETC GARBAGE/ETC,0,M,0,0,131420,1990-01-01,,*,2018-01-01
1,31119,1,750(A),IC,OFR/ETC RFND/ETC F/REFERL,0,F,0,0,55610,1992-09-30,,*,2018-01-01
1,31120,1,729(A),BP,PSYCH/ETC SEXUALY EXPLOIT,*,M,0,0,116230,1990-01-01,,*,2018-01-01
1,31121,1,1778,LC,REC/ETC PART PAY:PUB WORK,0,F,0,0,25715,1937-08-27,,*,2018-01-01
1,31123,1,22180,BP,NONCONFORM TRADEMARK:GOLD,0,M,0,0,148822,1941-09-13,,*,2018-01-01
1,31124,1,22179,BP,N/CONFRM MARK GOLD TOLRNC,0,M,0,0,148820,1941-09-13,,*,2018-01-01
1,31125,1,1871.4(A)(4),IC,FALSLY DISCRGE BENE CLAIM,0,F,0,0,14715,1992-01-01,,*,2018-01-01
1,31126,1,729(A),BP,PSYC/ETC SEX EXPLOIT W/PR,0,F,0,0,37875,1990-01-01,,*,2018-01-01
1,31130,1,7028(A),BP,CONTRACTING W/O LICENSE,0,M,0,0,146700,1983-01-01,,*,2018-01-01
1,31132,1,11520(A),VC,DISMANTL VEH W/O NOTE:DMV,0,M,0,0,163700,1975-01-01,,*,2018-01-01
1,31133,1,21628(A),BP,DLR FAIL RPT PROP:PD/SD,0,M,0,0,171300,1990-03-09,,*,2018-01-01
2,31134,1,537E(A)(2),PC,BUY/ETC PROP:NO ID,0,M,0,0,92710,1991-01-01,2010-01-24,*,2018-01-01
2,31135,1,537E(A)(3),PC,BUY PC CHIP:ID REM $400+,0,F,0,0,54400,1991-01-01,2010-01-24,*,2018-01-01
1,31136,1,21628(B),BP,INCOMPLETE DLR RPT:PD/SD,0,M,0,0,171300,1990-03-09,,*,2018-01-01
1,31137,1,21636(A),BP,DLR ILLEGLY DISP OF PROP,0,M,0,0,171400,1990-01-01,,*,2018-01-01
1,31138,1,9884.6(A),BP,AUTO REPAIR DLR LIC VIOL,0,M,0,0,163200,1986-01-01,,*,2018-01-01
1,31139,1,594.1(C),PC,PAINT RET FAIL POST SIGN,0,M,0,0,151600,1982-01-01,,*,2018-01-01
1,31140,1,3215,LC,OFR/ETC REF:CLIENT REFERL,0,F,0,0,55620,1992-01-01,,*,2018-01-01
1,31141,1,1199(C),LC,VIOL/ETC EMP WAGE/ETC LAW,0,M,0,0,83700,1937-08-27,,*,2018-01-01
1,31142,1,226(A),LC,FAIL FURNISH WAGE STATMNT,0,M,0,0,101125,1943-05-01,,*,2018-01-01
1,31143,1,6126(A),BP,UNAUTH ADV/PRACTICE LAW,0,M,0,0,147000,1989-01-01,,*,2018-01-01
1,31144,1,12611,BP,PKG/ETC COMOD:NON-CONFORM,0,M,0,0,148825,1970-01-01,,*,2018-01-01
1,31146,1,13413(D),BP,FALSE ADV PETRO PRODUCTS,0,M,0,0,111205,1987-01-01,,*,2018-01-01
1,31151,1,6425,LC,VIO:CAUS EMP DETH/IMPRMNT,0,M,0,0,167400,1973-10-07,,*,2018-01-01
1,31152,1,11022(A),BP,FALSE/ETC ADV:REAL ESTATE,0,F,0,0,52900,1995-01-01,,*,2018-01-01
1,31153,1,7506.9(D),BP,REPO WORK W/O VALID REG,0,M,0,0,99705,1982-01-01,,*,2018-01-01
1,31154,1,11149.3,PC,VEND/ETC ILL FURNISH INFO,0,M,0,0,97400,1982-09-22,,*,2018-01-01
1,31155,1,11200,PC,UNLAWFL PLACE OF SALE:LIQ,0,M,0,0,139000,1953-09-09,,*,2018-01-01
1,31156,1,5371,PU,OPR CHRTR CARIER W/O PRMT,0,M,0,0,170600,1961-09-15,,*,2018-01-01
1,31157,1,5385,PU,FAIL DISPL CLASS ID:CHRTR,0,M,0,0,170800,1968-11-13,,*,2018-01-01
1,31158,1,6125,BP,PRACTICE LAW W/O LICENSE,0,M,0,0,146900,1939-09-19,,*,2018-01-01
1,31159,1,8550(A),BP,PRAC PEST CONTROL W/O LIC,0,M,0,0,148700,1986-01-01,,*,2018-01-01
1,31160,1,9884.9(A),BP,EST/ETC VIOL:AUTO REPAIR,0,M,0,0,163300,1979-01-01,,*,2018-01-01
1,31161,1,11019(A),BP,REAL ESTATE SALE/ETC VIOL,0,F,0,0,53800,1985-01-01,,*,2018-01-01
1,31162,1,12023,BP,SEL COMOD:GROS WEIGHT/ETC,0,M,0,0,110500,1967-11-08,,*,2018-01-01
1,31163,1,21608(A),BP,JUNK DLR/ETC:NO RECORDS,0,M,0,0,151400,1990-03-09,,*,2018-01-01
1,31164,1,21642(A),BP,SECONDHAND DLR LIC VIOL,0,M,0,0,171100,1981-01-01,,*,2018-01-01
1,31165,1,21665(A),BP,SWAP MEET OPR NOT RET RPT,0,M,0,0,160400,1979-01-01,,*,2018-01-01
1,31168,1,1175(A),LC,EMPLR NOT GIV PAY/ETC INF,0,M,0,0,83600,1937-08-27,,*,2018-01-01
1,31169,1,21665(B),BP,SWAP MEET VEN NOT HAV RPT,0,M,0,0,160400,1979-01-01,,*,2018-01-01
1,31170,1,18848,FA,SEL UNINSPCTD L/STOCK/ETC,*,M,0,0,101100,1970-09-17,,*,2018-01-01
1,31171,1,18848,FA,SEL UNINSPC STOCK/ETC:DEF,0,F,0,0,54900,1970-09-17,,*,2018-01-01
1,31172,1,17414(A)(1),FC,DSBRS/ETC ESCROW FUND VIO,0,M,0,0,92800,1988-01-01,,*,2018-01-01
1,31173,1,646.5,PC,SEEK JOB FR INJRD:INVSTGT,0,M,0,0,144300,1972-03-04,,*,2018-01-01
1,31174,1,2812,PC,ILL SEL/ETC PRISN MFG ITM,0,M,0,0,154100,1983-01-01,,*,2018-01-01
1,31176,1,7153(A),BP,HOME IMPROV SELLER NO REG,0,M,0,0,99600,1995-01-01,,*,2018-01-01
1,31177,1,396(B),PC,PRICE GOUG:GOODS/ETC:EMER,0,M,0,0,100410,1995-01-01,,*,2018-01-01
1,31178,1,396(C),PC,PRICE GOUG:RPAIR/ETC:EMER,0,M,0,0,100410,1995-01-01,,*,2018-01-01
1,31179,1,21672(B),BP,SEL CUT/ETC SPORT TRADCRD,0,M,0,0,144110,1995-01-01,,*,2018-01-01
1,31180,1,387(A),PC,UNSAFE BUS PRAC:GBH/DEATH,0,F,0,0,74315,1991-01-01,,*,2018-01-01
1,31181,1,7539(H),BP,PI CONDCT BUSINES W/O LIC,0,M,0,0,99714,1995-01-01,,*,2018-01-01
1,31182,1,650,BP,UNLWFL REFERL:PATIENT/ETC,0,F,0,0,45830,1949-10-01,,*,2018-01-01
1,31183,1,4331(A),BP,UNAUTH GIVE DANG DEV/ETC,0,M,0,0,85420,1997-01-01,,*,2018-01-01
1,31185,1,10250.52,BP,SEL SUBDIVISION NO PERMIT,0,F,0,0,53500,1997-01-01,,*,2018-01-01
1,31186,1,110390,HS,FALSE/MISLEAD ADV:PRODUCT,0,M,0,0,93100,1996-01-01,,*,2018-01-01
1,31187,1,110395,HS,MFG/ETC FALSELY ADV PRODS,0,M,0,0,93100,1996-01-01,,*,2018-01-01
1,31188,1,113920(A),HS,OPR FOOD FACIL W/O PERMIT,0,M,0,0,147300,1996-01-01,,*,2018-01-01
1,31189,1,22256(A),BP,TAX PREPARER VIOLATION,0,M,0,0,99650,1997-07-01,,*,2018-01-01
1,31190,1,11109,VC,VIOL:UNSAFE DRIVE SCH VEH,0,M,0,0,163100,1959-09-18,,*,2018-01-01
1,31191,1,22513(B),VC,SOLICT/ETC TOW/ETC:UNAUTH,0,M,0,0,173300,1992-01-01,,*,2018-01-01
1,31192,1,22513(C),VC,TOW TRUCK MOVE VEH:UNAUTH,0,M,0,0,173300,1992-01-01,,*,2018-01-01
1,31193,1,23247(A),VC,RENT/ETC VEH:INTRLOC PRSN,0,M,0,0,122330,1973-01-01,,*,2018-01-01
1,31194,1,10167.2,BP,RENTAL BUSINES:NO LICENSE,0,M,0,0,146800,1983-09-26,,*,2018-01-01
1,31195,1,10167.11(A),BP,FALSE ADV/ETC:RENTAL LIST,0,M,0,0,111400,1994-01-01,,*,2018-01-01
1,31196,1,10167.11(B),BP,REFER FALSE/ETC RENTALS,0,M,0,0,111400,1994-01-01,,*,2018-01-01
1,31197,1,1789.37(G)(2),CI,CHECK CASH BUS NO PERM:PR,0,M,0,0,176920,1998-01-01,,*,2018-01-01
1,31198,1,125,BP,BUS/PROF CONSPIRE W/UNLIC,0,M,0,0,148600,1949-10-01,,*,2018-01-01
1,31199,1,11320,BP,APRAISE FED REALTY:NO LIC,0,F,0,0,25400,1991-01-01,,*,2018-01-01
1,31200,1,11320,BP,UNLIC APPRAISE FED REALTY,*,M,0,0,100150,1991-01-01,,*,2018-01-01
1,31201,1,2945.4(G),CI,FORCLOSER INDUCE CONTRACT,0,F,0,0,49500,1980-07-11,,*,2018-01-01
1,31202,1,2945.4(G),CI,FORECLOSE:INDUCE CONTRACT,*,M,0,0,92500,1980-07-11,,*,2018-01-01
1,31203,1,22430(A),BP,MFG/SELL/ETC DECEPTIVE ID,0,M,0,0,92714,1981-07-01,,*,2018-01-01
1,31204,1,11107.1(B)(1),HS,NO BUYER/SOURCE RECS:CHEM,0,M,0,0,116300,1990-01-01,,*,2018-01-01
1,31205,1,11107.1(B)(2),HS,MFG/ETC NOT KEEP CHEM REC,0,M,0,0,116300,1990-01-01,,*,2018-01-01
1,31206,1,4935,BP,ACUPUNCTURE W/O LICENSE,0,M,0,0,145800,1982-07-01,,*,2018-01-01
1,31207,1,780,IC,MISREP INSURANCE POLICIES,0,M,0,0,148860,1935-09-15,,*,2018-01-01
1,31208,1,3040,BP,PRACTICE OPTOMETRY:NO REG,0,M,0,0,99700,1978-01-01,,*,2018-01-01
1,31209,1,4327,BP,SELL/ETC DRUGS:UNDER INFL,0,M,0,0,85420,1997-01-01,,*,2018-01-01
2,31210,1,19049,BP,UNLIC BUS:HOME FURNISHING,N,I,0,0,175890,1961-10-01,,*,2018-01-01
1,31211,1,1308(A),LC,USE MINOR -16:PROHIB JOBS,0,M,0,0,168200,1990-01-01,,*,2018-01-01
2,31212,1,417.27(A),PC,SELL LASER POINTER TO JUV,N,I,0,0,176550,2000-01-01,,*,2018-01-01
1,31213,1,1337.2(F),HS,FALSE REPRESENT AS CNA,0,M,0,0,147400,1988-01-01,,*,2018-01-01
2,31214,1,4825,BP,VET MED W/O VALID LICENSE,N,I,0,0,175890,1961-10-01,,*,2018-01-01
1,31215,1,4825,BP,VET MED W/O VALID LICENSE,0,M,0,0,83500,1961-10-01,,*,2018-01-01
1,31216,1,308(C),PC,FAIL TO POST NOTICE REQ,0,M,0,0,172250,1989-01-01,,*,2018-01-01
1,31217,1,7502,BP,REPOSSESS W/O VALID LIC,0,M,0,0,99700,1981-01-01,,*,2018-01-01
1,31218,1,7583.3(A),BP,FAIL CRRY ON DUTY:VAL REG,0,M,0,0,175890,1997-09-24,,*,2018-01-01
1,31219,1,12021,BP,MARK FLS WEIGHT ON CONTNR,0,M,0,0,110600,1967-11-08,,*,2018-01-01
1,31220,1,12512,BP,COMOD QUANTITY VIOLATION,0,M,0,0,110600,1970-01-01,,*,2018-01-01
2,31221,1,308.2(A),PC,SELL IMPRPLY SEAL/ETC CIG,N,I,0,0,175890,1991-01-01,,*,2018-01-01
1,31222,1,308.1(A),PC,SELL/ETC BIDIS/BEEDIES,0,M,0,0,160000,2002-01-01,,*,2018-01-01
2,31223,1,24046,BP,FAIL POST LIC CONSP PLACE,0,M,0,0,175890,1953-01-01,,*,2018-01-01
1,31224,1,22430(A),BP,MFG/SELL/ETC DECEPTIVE ID,*,F,0,0,45820,1981-07-01,,*,2018-01-01
1,31225,1,5536(A),BP,PRACT ARCHITECT W/O LIC,0,M,0,0,99700,1940-01-01,,*,2018-01-01
1,31226,1,5536(B),BP,USE STAMP IMPLY LIC ARCHT,0,M,0,0,99700,1940-01-01,,*,2018-01-01
1,31227,1,5536(C),BP,FALSE ADV REG BLDG DESGNR,0,M,0,0,99700,1940-01-01,,*,2018-01-01
1,31228,1,25177,BP,SELL REFILL DISTD SPIRITS,0,M,0,0,175100,1954-01-01,,*,2018-01-01
